chunk
to reserve category you can get advantage also for preparation of clat examination you can get more information on career 360 website here is the link httpslawcareers360comarticleshowprepareforclat hope this will
help read complete answer divyanshi priya 18 march2025 view all popular clat questions read the passage carefully and answer the question the contract should be performed by the promisor himself
however in certain cases it can also be performed by his agents or legal representatives it all depends upon the intention of the parties normally a contract can be performed
by the following persons promisor himself if from the nature of the contract it appears that it was the intention of the parties that the promise should be performed by
the promisor himself such promise must be performed by the promisor this usually applies to contracts involving personal skill task or artwork promisor or his agent where the contract does
not involve the personal skill of the promisor the contract could be performed by the promisor himself or by any competent person employed by him for the purpose legal representatives
the contracts which do not involve any personal skill or taste may be performed by his legal representative after the death of the promisor third person in some cases a
contract may be performed by a third person provided the promisee accepts the arrangement according to section 41 of the indian contract act once the promisee accepts the performance from
a third person he cannot compel the promisor to perform the contract again performance of joint promises according to section 42 of the indian contract act when two or more
persons have made a joint promise the joint promisors must fulfill the promise jointly during their lifetime and if any one of them dies then his legal representatives and survivors
must jointly fulfill the promise section 43 of the indian contract act further provides that unless a contrary intention appears from the contract each joint promisor may compel every other
joint promisor to contribute equally to the performance of the promise if any joint promisor makes a default in such contribution the remaining joint promisors must bear the loss arising
from such default in equal shares question aman received a box of chocolates from basant and promised to pay rupees 5000 later on a becomes bankrupt chetan who is a
friend of aman pays rupees 1000 to besant on behalf of aman aman is not aware of such a transaction in civil court insolvency proceedings have started against aman meanwhile
basant has also applied for a recovery of 5000 rupees decide option 1 basant is entitled to recover the amount of 5000 from aman option 2 basant is entitled to
recover the amount of 4000 from aman option 3 chetan is entitled to recover the amount of 1000 from basant option 4 basant cannot recover any amount from aman as
he has become insolvent read more read the passage carefully and answer the question the contract should be performed by the promisor himself however in certain cases it can also
be performed by his agents or legal representatives it all depends upon the intention of the parties normally a contract can be performed by the following persons promisor himself if
from the nature of the contract it appears that it was the intention of the parties that the promise should be performed by the promisor himself such promise must be
performed by the promisor this usually applies to contracts involving personal skill task or artwork promisor or his agent where the contract does not involve the personal skill of the
promisor the contract could be performed by the promisor himself or by any competent person employed by him for the purpose legal representatives the contracts which do not involve any
personal skill or taste may be performed by his legal representative after the death of the promisor third person in some cases a contract may be performed by a third
person provided the promisee accepts the arrangement according to section 41 of the indian contract act once the promisee accepts the performance from a third person he cannot compel the
promisor to perform the contract again performance of joint promises according to section 42 of the indian contract act when two or more persons have made a joint promise the
joint promisors must fulfill the promise jointly during their lifetime and if any one of them dies then his legal representatives and survivors must jointly fulfill the promise section 43
of the indian contract act further provides that unless a contrary intention appears from the contract each joint promisor may compel every other joint promisor to contribute equally to the
performance of the promise if any joint promisor makes a default in such contribution the remaining joint promisors must bear the loss arising from such default in equal shares question
k promises to paint a picture for l on a certain day at a certain price k dies before the day of the contract decide option 1 the contract can
be enforced by ks representative option 2 the contract can be enforced by l option 3 the contract can be enforced either by ks representation or by l option 4
the contract cannot be enforced either by ks representative or l read more read the passage carefully and answer the question the contract should be performed by the promisor himself
however in certain cases it can also be performed by his agents or legal representatives it all depends upon the intention of the parties normally a contract can be performed
by the following persons promisor himself if from the nature of the contract it appears that it was the intention of the parties that the promise should be performed by
the promisor himself such promise must be performed by the promisor this usually applies to contracts involving personal skill task or artwork promisor or his agent where the contract does
not involve the personal skill of the promisor the contract could be performed by the promisor himself or by any competent person employed by him for the purpose legal representatives
the contracts which do not involve any personal skill or taste may be performed by his legal representative after the death of the promisor third person in some cases a
contract may be performed by a third person provided the promisee accepts the arrangement according to section 41 of the indian contract act once the promisee accepts the performance from
a third person he cannot compel the promisor to perform the contract again performance of joint promises according to section 42 of the indian contract act when two or more
persons have made a joint promise the joint promisors must fulfill the promise jointly during their lifetime and if any one of them dies then his legal representatives and survivors
must jointly fulfill the promise section 43 of the indian contract act further provides that unless a contrary intention appears from the contract each joint promisor may compel every other
joint promisor to contribute equally to the performance of the promise if any joint promisor makes a default in such contribution the remaining joint promisors must bear the loss arising
from such default in equal shares question rohan has agreed to manage the catering services during the marriage of sohans son ramu on the day of marriage rohan felt ill
and sent his manager to the management of catering services ramu happily gets married to tina and people appreciated the food and decoration of the event when rohan asked sohan
for the remaining amount he denied it because rohan himself had not managed so it is a breach decide option 1 rohan is not entitled to get the remaining amount
due to a breach of contract option 2 rohan is entitled to sue sohan for the remaining amount option 3 rohan is entitled to sue ramu because it was his
marriage option 4 instead of rohan his manager can only sue sohan for the breach read more read the passage and answer the question that follow natural justice is another
name for common sense justice rules of natural justice are not in codified form these principles are embedded or ingrained or inbuilt in the conscience of human beings it supplies
the omission made in codified law and helps in the administration of justice natural justice is not only confined to fairness it will take many shades and colours based on
the context thus natural justice apart from fairness also implies reasonableness equity and equality they are neither cast in a rigid mould nor can they be put in a legal
straitjacket these principles written by nature in the heart of mankind they are immutable inviolable and inalienable it is true that the concept of natural justice is not very clear
and therefore it is not possible to define it yet the principles of natural justice are accepted and enforced in the case of ridge v baldwin court observed that in
modern times have sometimes been expressed to the effect that natural justice is as vague as to be practically meaningless but i would regard these as tainted by the perennial
fallacy that because something cannot be cut and dried or nicely weighed or measured therefore it does not exist the term natural justice signifies fundamental rules of judicial procedure and
fair play in action according to lord widgery the principles of natural justice were those fundamental rules the breach will prevent justice from being seen to be done earliest expression
of natural justice could be found in the philosophical expression of roman jurist jus natural and signified rules and principles for the conduct of man which were independent of enacted
law or customs and could be discovered by the rational intelligence of man and would grow out of and conform to his nature the rule against bias that surfaced in
1610 in dr bonhams casewhere chief justice coke went so far as to say that the court could declare an act of parliament void if it made a man as
judge in his own cause or otherwise against common right and reason this was one of his grounds for disallowing the claim of the college of physicians to fine and
imprison doctor bonham a doctor of physics of cambridge university for practising in the city of london without the licence of college of physicians the statute under which the college
acted provided that fines should go half to the king half to the college so that the college had a financial interest in its own judgement and was judged in
its own cause question x is a student of a college and his father y is a professor in the same college in one instance x is caught to be
involved in unparliamentary activities inside the college campus the enquiry committee is set up and y is appointed as the head of the committee decide option 1 y is a
professor of the same college hence he can become a member of the enquiry committee option 2 y is xs father hence he should not be a part of the
enquiry committee option 3 y can be a part of the enquiry committee but cannot be its head option 4 there is no rule that prevents the appointment of y
until he fulfils his function diligently read more read the passage and answer the question that follow natural justice is another name for common sense justice rules of natural justice
are not in codified form these principles are embedded or ingrained or inbuilt in the conscience of human beings it supplies the omission made in codified law and helps in
the administration of justice natural justice is not only confined to fairness it will take many shades and colours based on the context thus natural justice apart from fairness also
implies reasonableness equity and equality they are neither cast in a rigid mould nor can they be put in a legal straitjacket these principles written by nature in the heart
of mankind they are immutable inviolable and inalienable it is true that the concept of natural justice is not very clear and therefore it is not possible to define it
yet the principles of natural justice are accepted and enforced in the case of ridge v baldwin court observed that in modern times have sometimes been expressed to the effect
that natural justice is as vague as to be practically meaningless but i would regard these as tainted by the perennial fallacy that because something cannot be cut and dried
or nicely weighed or measured therefore it does not exist the term natural justice signifies fundamental rules of judicial procedure and fair play in action according to lord widgery the
principles of natural justice were those fundamental rules the breach will prevent justice from being seen to be done earliest expression of natural justice could be found in the philosophical
expression of roman jurist jus natural and signified rules and principles for the conduct of man which were independent of enacted law or customs and could be discovered by the
rational intelligence of man and would grow out of and conform to his nature the rule against bias that surfaced in 1610 in dr bonhams casewhere chief justice coke went
so far as to say that the court could declare an act of parliament void if it made a man as judge in his own cause or otherwise against common
right and reason this was one of his grounds for disallowing the claim of the college of physicians to fine and imprison doctor bonham a doctor of physics of cambridge
university for practising in the city of london without the licence of college of physicians the statute under which the college acted provided that fines should go half to the
king half to the college so that the college had a financial interest in its own judgement and was judged in its own cause question mr x is an employee
of a corporate office his wife y is a judge in one instance x is found to be involved in a money laundering case at his office the office now
files a suit and y is appointed as the judge for this case decide option 1 y is a judge by herself hence can be appointed to adjudicate this case
option 2 y is can be appointed as a judge only if she fulfils her responsibilities without any bias option 3 y can adjudicate the case and if the company
finds the penalty to be insufficient then they can appeal against it option 4 y cannot be the judge in this case ab initio read more read the passage and
answer the question that follow natural justice is another name for common sense justice rules of natural justice are not in codified form these principles are embedded or ingrained or
inbuilt in the conscience of human beings it supplies the omission made in codified law and helps in the administration of justice natural justice is not only confined to fairness
it will take many shades and colours based on the context thus natural justice apart from fairness also implies reasonableness equity and equality they are neither cast in a rigid
mould nor can they be put in a legal straitjacket these principles written by nature in the heart of mankind they are immutable inviolable and inalienable it is true that
the concept of natural justice is not very clear and therefore it is not possible to define it yet the principles of natural justice are accepted and enforced in the
case of ridge v baldwin court observed that in modern times have sometimes been expressed to the effect that natural justice is as vague as to be practically meaningless but
i would regard these as tainted by the perennial fallacy that because something cannot be cut and dried or nicely weighed or measured therefore it does not exist the term
natural justice signifies fundamental rules of judicial procedure and fair play in action according to lord widgery the principles of natural justice were those fundamental rules the breach will prevent
justice from being seen to be done earliest expression of natural justice could be found in the philosophical expression of roman jurist jus natural and signified rules and principles for
the conduct of man which were independent of enacted law or customs and could be discovered by the rational intelligence of man and would grow out of and conform to
his nature the rule against bias that surfaced in 1610 in dr bonhams casewhere chief justice coke went so far as to say that the court could declare an act
of parliament void if it made a man as judge in his own cause or otherwise against common right and reason this was one of his grounds for disallowing the
claim of the college of physicians to fine and imprison doctor bonham a doctor of physics of cambridge university for practising in the city of london without the licence of
college of physicians the statute under which the college acted provided that fines should go half to the king half to the college so that the college had a financial
interest in its own judgement and was judged in its own cause question x was a renowned cricketer in the 1980s his son y is a struggling cricketer who has
been trying to get into the national team for many years in the year 2020 x is appointed as a member of the selection committee in the match which is
supposed to decide the final team of the nation y scores a century and z scores 65 runs however z is selected to represent india and y is not y
now appeals against the decision the main ground being the presence of x in the committee decide option 1 the appeal will stand as y scored a century yet z
was selected after scoring 65 runs option 2 the appeal will be quashed since xs presence should have benefitted y but it didnt hence the rejection of y is valid
option 3 the appeal will stand as xs presence is a factor of bias option 4 the appeal will be quashed since x was a renowned cricketer read more read
the passage and answer the question that follow natural justice is another name for common sense justice rules of natural justice are not in codified form these principles are embedded
or ingrained or inbuilt in the conscience of human beings it supplies the omission made in codified law and helps in the administration of justice natural justice is not only
confined to fairness it will take many shades and colours based on the context thus natural justice apart from fairness also implies reasonableness equity and equality they are neither cast
in a rigid mould nor can they be put in a legal straitjacket these principles written by nature in the heart of mankind they are immutable inviolable and inalienable it
is true that the concept of natural justice is not very clear and therefore it is not possible to define it yet the principles of natural justice are accepted and
enforced in the case of ridge v baldwin court observed that in modern times have sometimes been expressed to the effect that natural justice is as vague as to be
practically meaningless but i would regard these as tainted by the perennial fallacy that because something cannot be cut and dried or nicely weighed or measured therefore it does not
exist the term natural justice signifies fundamental rules of judicial procedure and fair play in action according to lord widgery the principles of natural justice were those fundamental rules the
breach will prevent justice from being seen to be done earliest expression of natural justice could be found in the philosophical expression of roman jurist jus natural and signified rules
and principles for the conduct of man which were independent of enacted law or customs and could be discovered by the rational intelligence of man and would grow out of
and conform to his nature the rule against bias that surfaced in 1610 in dr bonhams casewhere chief justice coke went so far as to say that the court could
declare an act of parliament void if it made a man as judge in his own cause or otherwise against common right and reason this was one of his grounds
for disallowing the claim of the college of physicians to fine and imprison doctor bonham a doctor of physics of cambridge university for practising in the city of london without
the licence of college of physicians the statute under which the college acted provided that fines should go half to the king half to the college so that the college
had a financial interest in its own judgement and was judged in its own cause question x is a married judge who is well known for his honesty in the
entire city he has a son y one fine day y gets kidnapped and the kidnapper demands a sum of 20 lakhs from x however the kidnapper is caught by
the police x is now appointed as the judge for the hearing of the kidnapper decide option 1 x can be the judge since he can decide the punishment better
as he was the sufferer option 2 x cannot be the judge since there is a possibility that he will be biased while delivering the judgement option 3 x can
be the judge since he is renowned for his honesty and fulfil his duties option 4 x can be the judge but his statement can be appealed against if delivered
with bias read more read the passage and answer the question that follow natural justice is another name for common sense justice rules of natural justice are not in codified
form these principles are embedded or ingrained or inbuilt in the conscience of human beings it supplies the omission made in codified law and helps in the administration of justice
natural justice is not only confined to fairness it will take many shades and colours based on the context thus natural justice apart from fairness also implies reasonableness equity and
equality they are neither cast in a rigid mould nor can they be put in a legal straitjacket these principles written by nature in the heart of mankind they are
immutable inviolable and inalienable it is true that the concept of natural justice is not very clear and therefore it is not possible to define it yet the principles of
natural justice are accepted and enforced in the case of ridge v baldwin court observed that in modern times have sometimes been expressed to the effect that natural justice is
as vague as to be practically meaningless but i would regard these as tainted by the perennial fallacy that because something cannot be cut and dried or nicely weighed or
measured therefore it does not exist the term natural justice signifies fundamental rules of judicial procedure and fair play in action according to lord widgery the principles of natural justice
were those fundamental rules the breach will prevent justice from being seen to be done earliest expression of natural justice could be found in the philosophical expression of roman jurist
jus natural and signified rules and principles for the conduct of man which were independent of enacted law or customs and could be discovered by the rational intelligence of man
and would grow out of and conform to his nature the rule against bias that surfaced in 1610 in dr bonhams casewhere chief justice coke went so far as to
say that the court could declare an act of parliament void if it made a man as judge in his own cause or otherwise against common right and reason this
was one of his grounds for disallowing the claim of the college of physicians to fine and imprison doctor bonham a doctor of physics of cambridge university for practising in
the city of london without the licence of college of physicians the statute under which the college acted provided that fines should go half to the king half to the
college so that the college had a financial interest in its own judgement and was judged in its own cause question x and y have been married for five years
x is a judge and y is a doctor x is pretty much unhappy with his married life so he wants to divorce y y refuses to agree to a
divorce by mutual consent hence x files a suit against y decide option 1 x cannot file a suit since he is a judge option 2 x can file a
suit against y in legal capacity but not as a judge option 3 x cannot file a divorce suit against y since there is no valid ground for divorce option
4 x can proceed with mutual consent but not contested divorce read more read the passage and answer the question that follow in the case of ms halonex limited 59a
noida vs state of up it was held that in reply to the aforesaid submission learned counsel for opposite party no2 submitted that the case of the applicants that no
amount is due from their side to the complainant is a matter of defence which cannot be considered at this stage it has been submitted that the term entrustment as
used in section 405 ipc has been given a wider interpretation it has been submitted that the goods returned by the complainant to the company for replacement or for reimbursement
would be deemed to have been entrusted to the company and as the applicants 2 3 were handling its affair they become responsible to buttress the said submission the learned
counsel for the complainant drew the attention of the court to a decision of the apex court in the case of ram narayan popli vs central bureau of investigation 2003
3 scc 641 wherein it was observed that the term entrustment is not necessarily a term of law it may have different implications in different contexts in its most general
signification all it imports is the handing over possession for some purpose which may not imply the conferring of any proprietary right at all attention was also drawn to an
observation made in the judgment of the aforesaid case where it was observed that to establish the charge of criminal breach of trust the prosecution is not obliged to prove
the precise mode of conversion misappropriation or misapplication by the accused of the property entrusted to him or over which he has dominion the principal ingredient of the offence being
dishonest misappropriation or conversion which may not ordinarily be a matter of direct proof entrustment of property and failure in breach of an obligation to account for the property entrusted
if proved may in the light of other circumstances justifiably lead to an inference of dishonest misappropriation or conversion question x tracks down an expensive necklace on the road not
knowing to whom it belongs x sells it promptly to a jeweller without attempting to find the owner or submitting the necklace to the authorities decide the liability of x
option 1 extortion option 2 criminal breach of trust option 3 theft option 4 criminal misappropriation of property read more read the passage and answer the question that follow in
the case of ms halonex limited 59a noida vs state of up it was held that in reply to the aforesaid submission learned counsel for opposite party no2 submitted that
the case of the applicants that no amount is due from their side to the complainant is a matter of defence which cannot be considered at this stage it has
been submitted that the term entrustment as used in section 405 ipc has been given a wider interpretation it has been submitted that the goods returned by the complainant to
the company for replacement or for reimbursement would be deemed to have been entrusted to the company and as the applicants 2 3 were handling its affair they become responsible
to buttress the said submission the learned counsel for the complainant drew the attention of the court to a decision of the apex court in the case of ram narayan
popli vs central bureau of investigation 2003 3 scc 641 wherein it was observed that the term entrustment is not necessarily a term of law it may have different implications
in different contexts in its most general signification all it imports is the handing over possession for some purpose which may not imply the conferring of any proprietary right at
all attention was also drawn to an observation made in the judgment of the aforesaid case where it was observed that to establish the charge of criminal breach of trust
the prosecution is not obliged to prove the precise mode of conversion misappropriation or misapplication by the accused of the property entrusted to him or over which he has dominion
the principal ingredient of the offence being dishonest misappropriation or conversion which may not ordinarily be a matter of direct proof entrustment of property and failure in breach of an
obligation to account for the property entrusted if proved may in the light of other circumstances justifiably lead to an inference of dishonest misappropriation or conversion question p borrows from
l his phone for using it to call his parents however when l is distracted p removes the memory card of the phone and later on sells it decide the
liability of p option 1 p is guilty under dishonest misappropriation of property option 2 p is not guilty for any offence since the phone was given with consent option
3 p is guilty for theft option 4 p has been handed over the phone so he has the right to use it as he likes read more explore career
options by industry law lawyer a lawyer is a professional who practises law an individual in the lawyer career path defends his or her clients cases and makes arguments on
his or her behalf in both criminal and civil proceedings a lawyer may advise and assist clients on how they should handle their legal issues an individual as a career
in law in india is considered one of the most soughtafter careers a lawyers job requires inhibiting skills it involves practical applications of abstract legal theories and knowledge to solve
specialised individual problems or to facilitate the interests of those who hire a lawyer to perform legal services here in this article we will discuss how to become a lawyer
after 10th is lawyer a good career in india and how to become a lawyer in india 4 jobs available civil lawyer are you searching for a civil lawyer job
description a civil lawyer is a law professional who deals with disputes that come under civil law civil law is applicable to issues related t property and business disputes family
disputes and torts a tort can be defined as a civil wrong that causes the other person harm or injury a civil lawyer handles disputes regarding personal injury family relationships
real estate and employment a career as a civil lawyer requires working with government entities and business institutions 3 jobs available human rights lawyer individuals in the human rights lawyer
career path are legal professionals responsible for advocating for people whose inherent dignity has been violated and who have suffered a lot of injustice they take cases to defend the
human rights of minorities vulnerable populations the lgbtqi community indigenous people and others 2 jobs available criminal lawyer a criminal lawyer is a lawyer who specialises in the field of
crimes and punishments individuals who have been accused of committing a crime are guided by a criminal lawyer bail bond hearings plea bargains trials dismissal hearings appeals and postconviction procedures
are all part of his or her work criminal law is the body of law that describes criminal acts governs the arrest prosecution and trial of offenders and defines the
sentences and correctional options that are available to criminals 2 jobs available family lawyer family lawyers are required to assist a client in resolving any familyrelated problem in general family
lawyers operate as mediators between family members when conflicts arise individuals who opt for a career as family lawyer is charged with drafting prenuptial agreements to protect someones financial interests
prior to marriage consulting on grounds for impeachment or civil union separation and drafting separation agreements 2 jobs available cyber lawyer cyber law careers deal with cyber law job opportunities
concerning cybercrimes of all aspects such as cyberbullying cyber frauds cyber stalking sharing personal information without consent intellectual property and intellectual property transactions and freedom of speech 2 jobs available
immigration lawyer an immigration lawyer is responsible for representing the individuals clients involved in the immigration process that includes legal and illegal citizens and refugees who want to reside in
the country start a business or get employment 2 jobs available government lawyer a career as government lawyer is a professional who deals with law and requires to work for
the government he or she is required to work for either the state government or central government and is also known as advocate general of the state and attorney general
a career as government lawyer requires one to work on behalf of government ministers and administrative staff he or she gives legal advice and provides legal services in the public
interest 2 jobs available start a career in law admissions open for llb courses for jindal global law school admissions 2025 apply ranked 1 law school in india south asia
by qs world university rankings merit cum means scholarships regular admissions deadline 30th apr25 chandigarh university admissions 2025 apply ranked 1 among all private indian universities in qs asia rankings
2025 scholarships worth 210 cr sanskaram university law admissions 2025 apply 100 industry collaborations 10 years of legacy amity university noida law admissions 2025 apply 700 campus placements at top
national and global law firms corporates and judiciaries upes integrated llb admissions 2025 apply ranked 28 amongst institutions in india by nirf ranked 1 in india for academic reputation by
qs university rankings 166 lpa highest ctc last date to apply 28th april icfailaw school ballb bballb admissions 2025 apply ranked 1 st among top law schools of super excellence
in india ghrdc naac a accredited 36 by nirf view all application forms news and notifications clat 2025 live delhi high court reserves ug verdict pg hearing on april 21
april 09 2025 0542 pm ist intend to complete clat ug hearing at earliest for results to be declared delhi hc april 08 2025 1115 am ist clat 2025 hearing
live delhi hc seeks response from consortium in 2 weeks next hearing on april 7 march 03 2025 1012 pm ist clat pg counselling 2025 dates soon for llm categorywise
expected cutoffs for top nlus february 28 2025 1237 pm ist clat 2025 counselling likely to begin after delhi hc hearing on march 3 selection process explained february 26 2025
1012 am ist sc transfers clat 2025 cases to delhi high court next hearing on march 3 february 06 2025 1229 pm ist supreme court to hear clat 2025 case
transfer pleas today february 06 2025 0936 am ist stay upto date with clat news get updates explore on careers360 top law exams explore law colleges colleges by location college
by courses clat clat exam date clat application form clat eligibility criteria clat admit card clat exam pattern clat exam centres clat syllabus clat sample paper clat mock test clat
answer key ailet ailet important dates ailet application form ailet eligibility criteria ailet admit card ailet exam pattern ailet exam centres ailet syllabus ailet answer key ailet result ailet merit
list ap lawcet ap lawcet important dates ap lawcet application form ap lawcet eligibility criteria ap lawcet admit card ap lawcet syllabus ap lawcet exam pattern ap lawcet question papers
ap lawcet answer key ap lawcet result ap lawcet counselling ts lawcet ts lawcet important dates ts lawcet application form ts lawcet eligibility criteria ts lawcet hall ticket ts lawcet
syllabus ts lawcet exam pattern ts lawcet question papers ts lawcet answer key ts lawcet result ts lawcet cut off pu llb pu llb exam date pu llb application form
pu llb eligibility criteria pu llb admit card pu llb syllabus pu llb syllabus pu llb question paper pu llb answer key pu llb result pu llb cut off mh
cet law mh cet law exam date mh cet law application form mh cet law eligibility criteria mh cet law admit card mh cet law exam pattern mh cet law
syllabus mh cet law question paper mh cet law result mh cet law cut off mh cet law counselling lsat india lsat india important dates lsat india application form lsat
india eligibility criteria lsat india admit card lsat india exam pattern lsat india syllabus lsat india sample paper lsat india result lsat india cut off pu ba llb pu ba
llb exam date pu ba llb application form pu ba llb eligibility pu ba llb admit card pu ba llb exam pattern pu ba llb syllabus pu ba llb question
paper pu ba llb answer key pu ba llb merit list pu ba llb result du llb du llb du llb important dates du llb application form du llb eligibility
criteria du llb syllabus du llb result du llb merit list du llb cut off du llb counselling colleges by degree llb ba llb bba llb bcom llb colleges by
branches criminology and forensic law labour law taxation law cyber law corporate law colleges by exam law colleges in india accepting clat law colleges in india accepting lsat india law
colleges in india accepting ap lawcet law colleges in india accepting ts lawcet law colleges in india accepting lpu nest law colleges in india accepting klee private law colleges accepting
clat govt law colleges acceting clat by city law colleges in delhi accepting clat law colleges in mumbai accepting clat law colleges in pune accepting clat law colleges in chennai
accepting clat law colleges in kolkata accepting clat law colleges in hyderabad accepting clat law colleges in bangalore accepting clat by state law colleges in tamil nadu law colleges in
maharashtra law colleges in kerala law colleges in west bengal law colleges in uttar pradesh law colleges in madhya pradesh law colleges in rajasthan law colleges in punjab law colleges
in gujarat llb ba llb colleges in india bba llb colleges in india bcom llb colleges in india bsc llb colleges in india llm llm colleges in india llm in
corporate law colleges in india llm in forensic law colleges in india llm in cyber law colleges in india llm in ip and technology colleges in india diploma diploma colleges
in india diploma in labour law colleges in india diploma in criminology and forensic colleges in india diploma in taxation law colleges in india diploma in commercial law colleges in
india ask question loading student community where questions find answers ask and get expert answers on exams counselling admissions careers and study options ask now download careers360 app all this
at the convenience of your phone regular exam updates best college recommendations college rank predictors detailed books and sample papers question and answers scan and download the app or about
hiring magazine news articles contact blogs top exams clat ailet lnat uk mh cet law cuet law slat ts lawcet ap lawcet colleges compare colleges top law colleges in india
top nlus colleges in india college reviews admission open list of law colleges in india nlsiu bangalore nalsar university of law tndalu nlu delhi predictors ebooks clat college predictor mhcet
law college predictor ailet college predictor sample papers ebooks and sample papers clat rank predictor 2025 resources clat study material list of popular law branches qna get answers to your
doubts download app counselling webinars careers360 youtube channel 2025 online certification courses clat 2025 delhi hc hearing latest update clat 2025 aibe 19 aibe admit card 2024 list of law
articles sitemap disclaimer comment policy privacy policy grievance redressal copyright 2025 pathfinder publishing pvt ltd common law admission test clat 2025 college predictor brochure applications open close modal back to
top
frequently asked questions about clat vidhigya skip to content home blogs civil judge clat cuet ipmat quiz home frequently asked questions about clat posted in clat frequently asked questions about
clat posted by vidyut october 4 2024 with the growing number of aspirants there are many questions that arise regarding the exam its structure and its preparation the nationallevel entrance
exam for admissions into undergraduate ug and postgraduate pg law programs at 26 national law universities nlus in india it is one of the most soughtafter exams for students aspiring
to study law with fierce competition for limited seats at top institutions 1 what is clat and why is it important the common law admission test clat is an entrance
exam conducted annually for admission into undergraduate and postgraduate law programs at nlus in india the importance of clat stems from its role as the primary gateway to the most
prestigious law schools in the country it tests students on various skills such as reading comprehension legal reasoning general knowledge and quantitative techniques scoring well in clat can secure a
spot in one of the highly ranked nlus which opens doors to lucrative careers in law be it in corporate firms judicial services litigation or academics 2 what is the
eligibility criteria for clat the eligibility criteria differ for ug and pg programs for ug clatug candidates must have completed their 102 or equivalent from a recognized board generalobcpwdnri candidates
must secure at least 45 marks while scst candidates need 40 marks candidates appearing for the qualifying exam 102 in the same year can also apply provided they meet the
conditions at the time of admission for pg clatpg applicants must hold an llb degree or equivalent with a minimum of 50 marks 45 for scst candidates finalyear llb students
can also apply if they meet the eligibility criteria at the time of admission 3 what is the exam pattern for clat the clat exam pattern is slightly different for
ug and pg courses for clatug the test is a 2hour long paper consisting of 150 multiplechoice questions mcqs the paper is divided into five sections english language 2832 questions
current affairs including general knowledge 3539 questions legal reasoning 3539 questions logical reasoning 2832 questions quantitative techniques 1317 questions each question carries 1 mark and 025 marks are deducted for
every incorrect answer for clatpg the exam consists of 120 mcqs based on comprehension passages from subjects like constitutional law jurisprudence torts criminal law international law etc the paper lasts
2 hours each correct answer is awarded 1 mark with a penalty of 025 marks for wrong answers 4 how can i prepare for clat effectively effective clat preparation requires
a blend of strategic planning regular practice and resourceful study techniques here are some tips understand the syllabus familiarize yourself with the exam pattern and syllabus and break it down
into manageable sections make a study plan create a personalized study schedule that ensures each section gets enough focus read newspapers daily current affairs and legal reasoning sections demand that
you stay updated on national and international news take mock tests regularly attempt fulllength mock tests to get a feel for the actual exam analyze your performance and work on
weak areas practice comprehension for legal reasoning english and logical reasoning sections build your reading comprehension skills by reading editorials articles and legal journals revise consistently make it a habit
to revise key concepts and important topics frequently to retain information 5 is clat difficult to crack clat is a competitive exam but whether its difficult or not depends on
the individuals preparation with effective time management a strategic approach and consistent practice its very possible to score well in clat the key challenge is the intense competition as only
a small percentage of students get admission into the top nlus however focusing on accuracy smart guessing due to negative marking and thorough preparation can make a huge difference 6
what are the best resources for clat preparation choosing the right resources can make your preparation more effective some of the best resources include books word power made easy by
norman lewis for vocabulary verbal and nonverbal reasoning by rs aggarwal lucents general knowledge for static gk clat past year papers and mock tests websites clat online coaching platforms like
vidhigya and others provide regular mock tests and study materials online gk portals and apps like the hindu gk today and byjus offer reliable current affairs coverage youtube channels vidhigyas
youtube channel has videos related to exam strategies sectionwise preparation tips and legal reasoning 7 what is the role of mock tests in clat preparation mock tests play an essential
role in clat preparation as they help you simulate real exam conditions taking timed mock tests helps build your stamina for the actual exam day identify strengths and weaknesses analyzing
your mock test results will show which areas need improvement and which sections are your strengths improve time management with 150 questions to answer in 2 hours effective time management
is critical mock tests help in refining your speed and accuracy boost confidence regular mock testing and familiarity with the exam format reduce anxiety and boost your confidence 8 is
it necessary to join a coaching institute to crack clat no its not mandatory to join a coaching institute to crack clat many students have cleared the exam through selfstudy
using the right resources and a disciplined approach however coaching institutes can provide structure guidance and additional resources it depends on your personal learning style if you need a systematic
approach with regular classes and peer competition coaching may be helpful if youre selfmotivated and can create your own study plan selfstudy with online resources can be equally effective 9
how is the clat score calculated the clat score is calculated based on the number of correct answers and negative marking for incorrect answers for every correct answer 1 mark
is awarded and for every incorrect answer 025 marks are deducted the final score is the sum of your correct answers minus the penalty for wrong ones 10 when is
the best time to start preparing for clat its ideal to start preparing for clat in class 11 or class 12 this gives you ample time to understand the syllabus
develop the necessary skills and take enough practice tests before the actual exam however students who start later can still succeed with intensive preparation especially if they are disciplined and
strategic in their study plan 11 what are the top nlus participating in clat some of the top national law universities that accept clat scores include national law school of
india university nlsiu bangalore national academy of legal studies and research nalsar hyderabad national law university nlu delhi the west bengal national university of juridical sciences wbnujs kolkata national law
university nlu jodhpur each nlu has its own cutoff and students aim for top ranks to secure admission in these premier institutions 12 what is the cutoff for clat the
cutoff for clat varies from year to year depending on factors like the difficulty level of the exam the number of candidates and the availability of seats generally the cutoff
for top nlus is higher and candidates need to rank within the top 100200 to secure a spot in prestigious universities like nlsiu nalsar or wbnujs conclusion understanding the basics
of clat through these faqs can help you navigate your preparation with clarity and confidence whether youre wondering about the exam pattern the best resources or how to manage your
